videopath,source,caption,neg_caption,youtube_key,split,misalignment
k600_val_1CjON-2Oqxc_000021_000031,vatex,A cooking recipe is being demonstrated while some soft music plays in the background,A cooking recipe is being demonstrated after some soft music plays in the background,,train,flip
msr-vtt_TrainValVideo_video2552,msr-vtt,a man is speaking on stage while people laugh,a man is speaking on stage while people are silent,4V-oTaO5asc,train,flip
k600_val_8Ro6oWHEfQ0_000172_000182,vatex,A man wraps a cloth around the leg of a cabinet and then slides the cabinet on the floor.,A man slides the cabinet on the floor and then wraps a cloth around the leg of a cabinet,,train,flip
msr-vtt_TrainValVideo_video3099,msr-vtt,the singer is performing her show by singing with their band and all the peoples are getting excitement,The singer is performing her show by singing with their band and all the peoples are getting excitement before they perform,uzDV0MDj_6Q,train,flip
msr-vtt_TrainValVideo_video655,msr-vtt,a men s volleyball practice is in session in an arena and music is playing,a men s volleyball practice is in session in an arena after music is playing,t9Hnh6ajJCM,train,flip
k600_val_MSM0T9LuUOE_000012_000022,vatex,A man begins to play a song on a guitar and then a cat jumps on a couch.,A cat jumps on a couch and then a man begins to play a song on a guitar,,train,flip
k600_val_Yl4-nDJdPAk_000020_000030,vatex,An instant replay is shown of a baseball game in which a girl is at bat and the catcher gets the ball and throws it to third base.,An instant replay is shown of a baseball game in which a girl is at bat and the catcher throws the ball to third base and then gets the ball,,train,flip
k600_val_hFRHDsPC8EE_000032_000042,vatex,"A woman applies a skincare product, then another woman describes the benefits of that product.","A woman describes the benefits of a skincare product, then another woman applies the product",,train,flip
k600_val_CK4pgYmAHvE_000165_000175,vatex,An adult man and a young boy play a timed game of chess in front of other people.,An adult man and a young boy play a timed game of checkers in front of other people.,,train,action
tempo_videos_3258,tempo,the umbrella is seen then the blue umbrella appears.,The blue umbrella appears then the umbrella is seen,,train,flip
k600_val_b9OziMXGABI_000000_000010,vatex,A boy rides his skating toy and falls off while a girl laughs at him.,A boy laughs at a girl while a girl rides his skating toy and falls off,,train,flip
k600_val_dqDlHUs3R4k_000003_000013,vatex,A piece of heavy equipment has its bucket on the ground as moves to get off of a truck.,A piece of heavy equipment has its bucket on the ground as moves to get on a truck.,,train,action
msr-vtt_TrainValVideo_video4304,msr-vtt,a man is shooting and jumps in a vehicle in this game while a man narrates it,a man jumps in a vehicle in this game while a man narrates it and then the man shoots,tSU7dqAFvP4,train,flip
k600_val_SnCBGKbQa8c_000042_000052,vatex,A woman is blowing into a balloon and trying to get it as big as possible,A woman is blowing into a balloon and trying to get it as small as possible,,train,action
k600_val_l88wswWbd6o_000003_000013,vatex,A little boy uses a whisk to help mix a batter for his mom.,A little boy uses a whisk to help mix a batter for his dad.,,train,action
msr-vtt_TrainValVideo_video769,msr-vtt,a man in black dress is showing us how to prepare certain things in a black pan,a man in black dress is showing us how to prepare certain things in a white pan,yzMR7QHHATs,train,action
k600_val_qOBLh-CYJAg_000013_000023,vatex,"A boy is standing with his siblings and kissing each other,","A boy is standing with his siblings and hugging each other,",,train,action
tempo_videos_6442,tempo,"after a tiger chases another tiger, the camera shakily shows a fallen log.","a tiger chases another tiger, the camera shakily shows a fallen tree.",,train,action
msr-vtt_TrainValVideo_video6183,msr-vtt,symphonic music plays as a picture of a toasted bagel with gold leaves on the cream cheese is shown,a man is jumping off a ledge,yQxDIGPpuDw,train,action
msr-vtt_TrainValVideo_video4915,msr-vtt,a man with glasses describing the nephrons in the body and how the flow works,a man with glasses describing the nephrons in the body and how the flow doesn't work,WtrYotjYvtU,train,action
k600_val_83DIh7MkoG8_000009_000019,vatex,Someone falls with a bicycle on the grass from an height very slowly,Someone falls with a bicycle on the grass from an height very quickly,,train,action
msr-vtt_TrainValVideo_video2830,msr-vtt,a band performs a song with a focus being on the guitar player s solo,A band performs a song with a focus being on the guitar player s solo after the guitar player s solo,PCFE7gjLeW4,train,flip
msr-vtt_TrainValVideo_video287,msr-vtt,guy hosting a talk show,guy watching a talk show,XfbpvMNfM4s,train,action
k600_val_joKUDxAn1i0_000077_000087,vatex,Two men are trying to gain control of a fish that is loose on their boat.,Two men are trying to gain control of a fish that is loose on their boat after they catch it,,train,flip
k600_val_eZyO5rK7OvQ_000030_000040,vatex,Two guys have several watches wrapped in paper and are putting them into a box.,Two guys are putting several watches wrapped in paper into a box and then wrapping them in paper,,train,flip
k600_val_m7AqkktjZDY_000045_000055,vatex,"Many men play cricket and one runs to safety, after hitting the ball.","Many men play cricket and one runs to safety, before hitting the ball",,train,flip
msr-vtt_TrainValVideo_video835,msr-vtt,surfer swims away from shark attack after shark bites through his surfboard leash,surfer swims away from shark attack before shark bites through his surfboard leash,xfPvtIOs5IA,train,flip
msr-vtt_TrainValVideo_video4599,msr-vtt,people hold a coke can with their name on it,people drink a coke can with their name on it,2X8Bd3-G6IU,train,action
k600_val_UytdOEGAZbs_000014_000024,vatex,A group of athletes running the hurdles while music plays.,A group of athletes run the hurdles before music plays,,train,flip
k600_val_hAGXdaTvK5k_000290_000300,vatex,A man waits briefly before having his eyebrows partially waxed.,A man has his eyebrows partially waxed before waiting briefly,,train,flip
k600_val_F4kQYHqwNDE_000006_000016,vatex,An artist polishes their boots after chiseling a stone sculpture.,An artist chisels a stone sculpture after polishing their boots,,train,flip
msr-vtt_TrainValVideo_video5261,msr-vtt,a man is tallking about the way you play basketball and the effects it will have,a man is talking about the way you play football and the effects it will have,WQTCD1_wbA0,train,action
k600_val_uozo0l3Wtqg_000004_000014,vatex,Two men look at each other face to face while people encourage them to fight.,People encourage them to fight before two men look at each other face to face,,train,flip
tempo_videos_3026,tempo,before the scuba diver is seen for the first time.,after the scuba diver is seen for the first time,,train,flip
msr-vtt_TrainValVideo_video278,msr-vtt,a man reads a letter and about the courage it means,A man reads a letter about the courage it means and then courage means,7CIq4mtiamY,train,flip
k600_val_NomBOiysoy8_000085_000095,vatex,The man is walking across a tight rope with no harness on in the middle of the dessert.,The man is running across a tight rope with no harness on in the middle of the dessert.,,train,action
msr-vtt_TrainValVideo_video5963,msr-vtt,the people were terrified,the people were happy,C_Tsj_wTJkQ,train,action
k600_val_pNbNmKg2SRU_000155_000165,vatex,A weatherman is showing the rain forcast for California when another man walks in from the side and shakes the weatherman's hand.,"A weatherman is showing the rain forcast for California when another man walks in from the side and shakes the weatherman's hand, then the first man shows the rain forcast",,train,flip
msr-vtt_TrainValVideo_video3783,msr-vtt,a rock band is playing music while the strobe lights highlights the singers,a rock band is playing music while the strobe lights highlights the audience,0Y-HCOJ5_RE,train,action
k600_val_fchsA7Xin-c_000133_000143,vatex,A child following two ground crew who are using leaf blowers to clear the sidewalk.,A child following two ground crew who are using vacuum cleaners to clean the sidewalk.,,train,action
msr-vtt_TrainValVideo_video1333,msr-vtt,an old man explains his vision of society to another man,an old man explains his vision of society to a woman,8UG1ikrzOyA,train,action
k600_val_id66m9hwjkM_000044_000054,vatex,Two boys are playing one-on-one basketball in an indoor court,Two boys are playing one-on-one volleyball in an indoor court,,train,action
k600_val_hYtD1I4oJfU_000032_000042,vatex,People are laughing while a man eats a sandwich of some sort.,People are laughing after a man eats a sandwich of some sort,,train,flip
msr-vtt_TrainValVideo_video2116,msr-vtt,a family is having coversation,a family is having a fight,BvlRATOuct0,train,action
k600_val_1QNmZ23rVzU_000001_000011,vatex,The man is attempting a tough gold shot and has succeeded.,The man is attempting a tough gold shot and has failed,,train,flip
tempo_videos_1434,tempo,a dog starts to walk away then the camera is jostled,the camera is jostled then a dog starts to walk away,,train,flip
k600_val_xXOLtZLEMGI_000062_000072,vatex,Someone in a motorized toboggan is negotiating their way through thick snow and heavy woodland before they reach an open area.,Someone in a motorized toboggan reaches an open area before negotiating their way through thick snow and heavy woodland,,train,flip
k600_val_vSM5jtE1qcc_000001_000011,vatex,A little boy dribbles a ball before shooting the ball in the hoop.,A little boy shoots the ball in the hoop before dribbling a ball,,train,flip
msr-vtt_TrainValVideo_video4478,msr-vtt,man talks to an audience about unmanned armaments,man talks to an audience about manned armaments,aQVfhwFlNSs,train,action
